movie_id,title,releaseDate,genre,language
476,Escape From Extinction,2020-10-16,Documentary,English
477,Harold and Lillian: A Hollywood Love Story,2017-04-28,Documentary,English
478,Finding Kendrick Johnson,2021-10-29,Documentary,English
479,The Most Dangerous Year,2019-04-12,Documentary,English
480,The Tragedy of Macbeth,2021-12-25,"Drama, Mystery & thriller",English
481,Wheel of Fortune and Fantasy,2021-10-15,"Drama, Romance",Japanese
482,Swan Song,2021-08-06,"Drama, Lgbtq+",English
483,Let It Be Morning,2023-02-03,"Comedy, Drama",Arabic
484,The Crime of Monsieur Lange,2017-11-17,"Comedy, Drama",French
485,Ash Is Purest White,2019-03-15,"Drama, Romance",Chinese
486,My Heart Can't Beat Unless You Tell It To,2021-06-25,"Horror, Drama",English
487,Mike Wallace Is Here,2019-07-26,"Documentary, Biography",English
488,Portrait of a Lady on Fire,2019-12-06,"Romance, History, Drama, Lgbtq+",French
489,The Fits,2016-06-03,Drama,English
490,The Swimmer,2022-10-07,"Lgbtq+, Drama",Hebrew
491,Song of Lahore,2015-11-13,"Documentary, Music",English
492,Jimmy Carter: Rock & Roll President,2020-09-09,"Documentary, Music",English
493,The Sparring Partner,2022-12-09,"Crime, Drama, Mystery & thriller",Chinese
494,Jockey,2021-12-29,Drama,English
495,Utama,2022-11-04,Drama,Spanish
496,The Last Full Measure,2020-01-24,"War, Drama",English
497,Penguins,2019-04-17,Documentary,English
498,Girls Trip,2017-07-21,Comedy,English
499,Hold Your Fire,2022-05-20,"Documentary, History",English
500,Marlina the Murderer in Four Acts,2018-06-22,"Mystery & thriller, Drama, Western",Indonesian
501,Gunda,2021-04-16,Documentary,English
502,Heal the Living,2017-04-14,Drama,French
503,American Underdog,2021-12-25,"Biography, Drama",English
504,Tikkun,2016-06-10,Drama,Hebrew
505,Moffie,2021-04-09,"War, Drama",English
506,Crock of Gold: A Few Rounds With Shane MacGowan,2020-12-04,"Documentary, Music",English
507,Harry & Snowman,2016-09-30,Documentary,English
508,Thelma,2017-11-10,"Mystery & thriller, Horror",Norwegian
509,Linda Ronstadt: The Sound of My Voice,2019-09-06,"Documentary, Music",English
510,The Bad Guys,2022-04-22,"Kids & family, Comedy, Adventure, Animation",English
511,Uncle Howard,2016-11-18,"Documentary, Biography",English
512,The Forbidden Room,2015-10-07,"Comedy, Drama, Mystery & thriller",English
513,Step,2017-08-04,Documentary,English
514,Decision to Leave,2022-10-14,"Mystery & thriller, Crime, Drama, Romance",Korean
515,Minari,2021-02-12,Drama,English
516,Together Together,2021-04-23,"Comedy, Drama",English
517,Some Freaks,2017-08-04,"Comedy, Drama, Romance",English
518,Hotel by the River,2019-02-15,Drama,Korean
519,Sardar Udham,2021-10-01,"History, Drama, Biography",Hindi
520,Fyre,2019-01-18,Documentary,English
521,I Am the Blues,2017-07-12,"Documentary, Music, History, Drama",English
522,Swallows and Amazons,2017-07-14,"Adventure, Drama",English
523,House of Hummingbird,2020-06-26,Drama,Korean
524,Thunder Road,2018-10-12,"Comedy, Drama",English
525,Merata: How Mum Decolonised the Screen,2019-05-10,"Documentary, Biography",English
526,Ghostbusters: Afterlife,2021-11-19,"Comedy, Fantasy, Adventure",English
527,Writing with Fire,2021-11-26,Documentary,Hindi
528,Cameraperson,2016-09-09,Documentary,English
529,The Art of Racing in the Rain,2019-08-09,"Comedy, Drama",English
530,Diane,2019-03-29,Drama,English
531,Black and Blue,2019-10-25,"Mystery & thriller, Crime, Drama, Action",English
532,Feels Good Man,2020-09-04,Documentary,English
533,Félicité,2017-10-27,Drama,Lingala
534,Jojo Rabbit,2019-11-08,"Comedy, Drama",English
535,Created Equal: Clarence Thomas in His Own Words,2020-01-31,Documentary,English
536,Boy and the World,2015-12-11,"Kids & family, Adventure, Animation",Portuguese
537,You Resemble Me,2022-11-04,Drama,French
538,Peace Officer,2015-09-16,"Documentary, Crime, Drama",English
539,Section 375,2019-09-13,"Crime, Drama",Hindi
540,Slash/Back,2022-10-21,"Horror, Sci-fi, Action, Mystery & thriller",English
541,The Unicorn,2019-02-01,Comedy,English
542,Searching,2018-08-31,Mystery & thriller,English
543,Asperger's Are Us,2016-11-11,"Documentary, Comedy, Drama",English
544,Spa Night,2016-08-19,"Drama, Lgbtq+",Korean
545,Ascension,2021-10-08,Documentary,Chinese
546,Is That Black Enough for You?!?,2022-10-28,Documentary,English
547,EO,2022-11-18,Drama,Polish
548,The Armor of Light,2015-10-30,Documentary,English
549,Chasing the Win,2018-08-31,Documentary,English
550,A Beautiful Planet,2016-04-29,Documentary,English
551,The Hidden Life of Trees,2021-07-16,Documentary,German
552,Return to Seoul,2022-12-02,Drama,English
553,The Measure of a Man,2016-04-15,Drama,French
554,Aferim!,2016-01-22,"History, Drama, Western, Comedy",Romanian
555,Vikram Vedha,2022-09-30,"Action, Mystery & thriller",Hindi
556,Nossa Chape,2018-06-01,Documentary,Portuguese
557,Betrayed,2021-12-03,"History, Drama, War",Norwegian
558,Legion of Brothers,2017-05-19,Documentary,English
559,Room,2016-01-22,Drama,English
560,Queen of Paradis,2020-03-06,Documentary,English
561,¡Viva Maestro!,2022-04-08,"Documentary, Music, Biography",English
562,Language Lessons,2021-09-10,"Comedy, Drama",English
563,Sin,2021-02-19,"Biography, History, Drama",Italian
564,Slow West,2015-05-15,"Western, Mystery & thriller",English
565,Be Here Now (The Andy Whitfield Story),2016-04-08,Documentary,English
566,Parasite,2019-11-01,"Comedy, Mystery & thriller, Drama",Korean
567,The Russian Five,2019-03-22,Documentary,English
568,Call Me by Your Name,2018-01-19,"Romance, Drama, Lgbtq+",English
569,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,2018-09-28,Documentary,English
570,11:55,2017-06-09,"Crime, Drama",English
571,Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb,2022-12-30,"Documentary, Biography",English
572,"Goodbye, Petrushka",2022-07-15,"Romance, Comedy",English
573,Ex Libris: The New York Public Library,2017-09-13,Documentary,English
574,In This Corner of the World,2017-08-11,"History, Drama, War, Anime",Japanese
575,Turn It Around: The Story of East Bay Punk,2017-05-31,"Documentary, Music",English
576,The Edge of Seventeen,2016-11-18,"Comedy, Drama",English
577,American Siege,2022-01-07,"Action, Mystery & thriller",English
578,A Quiet Place Part II,2021-05-28,"Horror, Mystery & thriller",English
579,Official Competition,2022-06-17,"Comedy, Drama",Spanish
580,The Mermaid,2016-02-19,"Comedy, Fantasy",Chinese
581,Midnight Traveler,2019-09-18,"Documentary, War",Persian
582,Our American Family,2022-09-02,Documentary,English
583,Desert One,2020-08-21,Documentary,English
584,Gilbert,2017-11-03,Documentary,English
585,Haunt,2019-09-13,"Holiday, Horror, Mystery & thriller",English
586,Minding the Gap,2018-08-17,Documentary,English
587,Meadowland,2015-10-16,Drama,English
588,Gloria,2015-07-17,"Biography, Drama",Spanish
589,Combat Obscura,2019-03-15,Documentary,English
590,Tread,2020-02-28,Documentary,English
591,The Brooklyn Banker,2016-08-05,"Crime, Drama",English
592,Three Minutes - A Lengthening,2022-08-19,Documentary,English
593,Chavela,2017-10-04,"Documentary, Music",Spanish
594,Sing a Bit of Harmony,2022-01-23,"Drama, Anime",Japanese
595,The Biggest Little Farm,2019-05-10,Documentary,English
596,Dina,2017-10-06,Documentary,English
597,Spider-Man: Into the Spider-Verse,2018-12-14,"Kids & family, Action, Adventure, Comedy, Fantasy, Animation",English
598,In from the Side,2023-01-20,"Drama, Lgbtq+, Sports, Romance",English
599,Little Fish,2021-02-05,"Romance, Drama, Sci-fi",English
600,Find Me,2019-05-31,Drama,English
601,7 Prisoners,2021-11-05,Drama,Portuguese
602,After We Collided,2020-10-23,"Romance, Drama",English
603,Blinded by the Light,2019-08-16,"Comedy, Drama, Music",English
604,Green Book,2018-11-21,"Comedy, Drama",English
605,Secret Superstar,2017-10-20,"Drama, Music",Hindi
606,Can You Ever Forgive Me?,2018-10-19,"Biography, Comedy, Drama, Lgbtq+",English
607,Infinite Football,2018-11-09,Documentary,Romany
608,The Martian,2015-10-02,"Sci-fi, Adventure, Drama",English
609,Spider-Man: Far From Home,2019-07-02,"Action, Adventure, Fantasy, Comedy",English
610,Ahead of the Curve,2021-05-28,"Documentary, Lgbtq+",English
611,Pretty Problems,2022-10-07,"Romance, Comedy, Drama",English
612,Crazy Rich Asians,2018-08-15,"Romance, Comedy",English
613,Birthright: A War Story,2017-07-14,Documentary,English
614,The Favourite,2018-12-14,"Comedy, Drama",English
615,The Human Factor,2021-01-22,Documentary,English
616,Margrete: Queen of the North,2021-12-17,"History, Drama",Danish
617,From the Hood to the Holler,2022-09-16,Documentary,English
618,Delicious,2022-01-14,"Comedy, History, Drama",French
619,Drunk Bus,2021-05-21,"Comedy, Drama",English
620,"All Light, Everywhere",2021-06-04,Documentary,English
621,Angkor Awakens: A Portrait of Cambodia,2017-05-05,Documentary,English
622,The Peanut Butter Falcon,2019-08-23,"Comedy, Drama, Adventure",English
623,Pearl Jam: Let's Play Two,2017-09-29,"Documentary, Music",English
624,Slalom,2021-04-09,Drama,French
625,La familia,2018-08-03,Drama,Spanish
626,Hacksaw Ridge,2016-11-04,"War, History, Drama, Biography",English
627,Clifford the Big Red Dog,2021-11-10,"Kids & family, Comedy, Adventure",English
628,Welcome to Leith,2015-09-09,Documentary,English
629,The Vast of Night,2020-05-15,"Fantasy, Mystery & thriller",English
630,Long Strange Trip,2017-05-26,"Documentary, Music",English
631,The Storyteller,2018-09-21,"Drama, Fantasy",English
632,Only in Theaters,2022-11-18,"Documentary, Biography, History",English
633,Blind Ambition,2022-09-02,Documentary,English
634,Some Kind of Heaven,2021-01-15,Documentary,English
635,Good Fortune,2017-06-22,Documentary,English
636,My Hero Academia: World Heroes' Mission,2021-10-29,"Action, Adventure, Anime",Japanese
637,Wild Tales,2015-02-20,"Comedy, Drama",Spanish
638,Transformer,2018-10-12,Documentary,English
639,99 Homes,2015-10-09,Drama,English
640,Bridge of Spies,2015-10-16,"History, Drama, Mystery & thriller",English
641,Machines,2017-08-09,Documentary,Hindi
642,The Last Resort,2018-12-21,Documentary,English
643,"Scream, Queen! My Nightmare on Elm Street",2020-02-27,"Documentary, Lgbtq+",English
644,A Brave Heart: The Lizzie Velasquez Story,2015-09-25,Documentary,English
645,April and the Extraordinary World,2016-04-08,"Sci-fi, Adventure, Animation",French
646,After Auschwitz,2018-04-20,Documentary,English
647,This Magnificent Cake!,2019-03-01,"Comedy, Drama, Animation",Dutch
648,Rocketry: The Nambi Effect,2022-07-01,"Drama, Biography",English
649,Take Me Somewhere Nice,2021-06-11,Drama,Bosnian
650,Kangaroo,2018-01-19,Documentary,English
651,Paddington,2015-01-16,"Kids & family, Comedy, Adventure",English
652,Wexford Plaza,2017-10-27,Comedy,English
653,Wild Rose,2019-06-21,"Comedy, Drama, Music",English
654,Command and Control,2016-09-14,Documentary,English
655,Hell Hath No Fury,2021-11-05,"War, Action, Drama",English
656,The Wandering Soap Opera,2019-05-17,"Comedy, Drama",Spanish
657,Sonic the Hedgehog,2020-02-14,"Kids & family, Comedy, Adventure, Fantasy",English
658,Lonesome,2023-02-17,"Drama, Lgbtq+",English
659,Never Gonna Snow Again,2021-07-30,"Comedy, Drama",Polish
660,Spontaneous,2020-10-02,"Comedy, Horror, Romance",English
661,Love & Bananas: An Elephant Story,2018-04-27,Documentary,English
662,Moonlight,2016-11-18,"Drama, Lgbtq+",English
663,Hidden Figures,2017-01-06,"History, Drama",English
664,Widows,2018-11-16,"Mystery & thriller, Crime, Drama",English
665,Shaft,2019-06-14,"Action, Comedy",English
666,Abacus: Small Enough to Jail,2017-05-19,Documentary,English
667,The Cat and the Moon,2019-10-25,Drama,English
668,Mad Max: Fury Road,2015-05-15,"Action, Adventure",English
669,1985,2018-10-26,"Drama, Lgbtq+",English
670,In Her Name,2016-12-02,Drama,French
671,Weiner,2016-05-20,Documentary,English
672,The Spy Gone North,2018-08-10,Drama,Korean
673,1982,2022-06-10,"History, Drama, War",Arabic
674,The Outfit,2022-03-18,"Mystery & thriller, Crime, Drama",English
675,Wildhood,2022-06-17,"Drama, Lgbtq+",English
676,Seed: The Untold Story,2016-09-23,Documentary,English
677,Uncertain,2017-03-09,"Documentary, Comedy, Drama",English
678,Back to the Drive-In,2022-08-12,Documentary,English
679,Downfall: The Case Against Boeing,2022-02-18,Documentary,English
680,Marcel the Shell with Shoes On,2022-07-22,"Kids & family, Comedy, Animation",English
681,Big Sonia,2017-11-17,Documentary,English
682,Girl Picture,2022-08-12,"Drama, Romance",Finnish
683,One Child Nation,2019-08-09,Documentary,English
684,Burning Cane,2019-10-25,Drama,English
685,Spring Blossom,2021-05-21,"Comedy, Drama, Romance",French
686,"Cyrano, My Love",2019-10-18,"Comedy, Drama",French
687,Top Spin,2015-08-21,Documentary,English
688,Nadigaiyar Thilagam (Tamil),2018-05-08,"Biography, History, Drama",Telugu
689,Who Invited Charlie?,2023-02-03,Comedy,English
690,Pain and Glory,2019-10-04,Drama,Spanish
691,Brooklyn,2015-11-25,"Romance, History, Drama",English
692,Dio: Dreamers Never Die,2022-09-28,"Documentary, Music, Biography",English
693,Dramarama,2021-08-13,"Comedy, Drama, Lgbtq+",English
694,Shepherd: The Story of a Jewish Dog,2021-05-28,"History, Drama",English
695,Uunchai,2022-11-11,"Comedy, Drama",Hindi
696,'96,2018-10-03,Romance,Tamil
697,Come as You Are,2020-02-14,"Comedy, Drama",English
698,Coco,2017-11-22,"Kids & family, Comedy, Adventure, Music, Animation",English
699,Whitney Houston: I Wanna Dance with Somebody,2022-12-23,"Biography, Drama, Music",English
700,Moonage Daydream,2022-09-23,"Documentary, Music",English
701,Shelley,2016-07-29,"Horror, Mystery & thriller",Danish
702,A Very Sordid Wedding,2017-03-10,"Comedy, Lgbtq+",English
703,On-Gaku: Our Sound,2020-12-11,"Comedy, Music, Anime, Animation",Japanese
704,El Planeta,2021-09-24,"Comedy, Drama",Spanish
705,Never Rarely Sometimes Always,2020-03-13,Drama,English
706,Piggy,2022-10-07,"Horror, Mystery & thriller, Drama",Spanish
707,Deep in the Heart: A Texas Wildlife Story,2022-06-03,Documentary,English
708,Shin Ultraman,2023-01-11,"Sci-fi, Action, Drama",Japanese
709,Making Waves: The Art of Cinematic Sound,2019-10-25,Documentary,English
710,EVANGELION:3.0+1.01 Thrice Upon a Time,2022-11-30,"Sci-fi, Action, Anime, Drama",Japanese
711,Potato Dreams of America,2022-01-14,"Comedy, Lgbtq+, Biography",English
712,Transit,2019-03-01,"History, Drama",German
713,Red Army,2015-01-23,Documentary,English
714,Daisy Winters,2017-12-01,Drama,English
715,The Assistant,2020-01-31,Drama,English
716,M3GAN,2023-01-06,"Horror, Mystery & thriller, Sci-fi, Comedy",English
717,Black Panther: Wakanda Forever,2022-11-11,"Action, Adventure, Fantasy",English
718,In the Last Days of the City,2018-04-27,Drama,Arabic
719,I'll See You in My Dreams,2015-05-15,"Romance, Comedy, Drama",English
720,The Big Sick,2017-07-14,"Romance, Comedy",English
721,Filmworker,2018-05-11,Documentary,English
722,About Endlessness,2021-04-30,Drama,Swedish
723,My Hero Academia: Heroes Rising,2020-02-26,"Action, Adventure, Anime",Japanese
724,The Velvet Underground,2021-10-15,"Documentary, Music",English
725,Science Fair,2018-09-14,Documentary,English
726,Arabian Nights: Volume 2 -- The Desolate One,2015-12-11,Drama,Portuguese
727,Emanuel,2019-06-17,Documentary,English
728,Mobile Suit Gundam: Cucuruz Doan's Island,2022-09-27,"Sci-fi, Anime",Japanese
729,Barbarian,2022-09-09,"Horror, Mystery & thriller",English
730,Hockeyland,2022-09-09,Documentary,English
731,Residue,2020-09-17,Drama,English
732,Plane,2023-01-13,"Action, Adventure, Mystery & thriller",English
733,"Hallelujah: Leonard Cohen, a Journey, a Song",2022-07-01,"Documentary, Music",English
734,Tangerine,2015-07-10,"Comedy, Drama",English
735,My Little Sister,2021-01-15,Drama,German
736,MAFIA INC,2021-02-19,"Crime, Drama",French
737,Knives Out,2019-11-27,"Mystery & thriller, Comedy, Drama",English
738,Pop Aye,2017-06-28,"Comedy, Drama",Thai
739,Turbo Kid,2015-08-28,"Action, Adventure, Sci-fi, Comedy",English
740,Running Shaadi,2017-02-17,"Romance, Comedy",Hindi
741,Most Beautiful Island,2017-11-02,"Mystery & thriller, Drama",English
742,Chicken People,2016-09-23,"Documentary, Comedy",English
743,To Leslie,2022-10-07,Drama,English
744,Try Harder!,2021-12-03,Documentary,English
745,Teen Titans GO! to the Movies,2018-07-27,"Kids & family, Comedy, Adventure, Action, Animation",English
746,In Fabric,2019-12-06,"Horror, Comedy",English
747,Killing Them Safely,2015-11-27,"Documentary, Drama",English
748,Mission Mangal,2019-08-15,Drama,Hindi
749,Transpecos,2016-09-09,Mystery & thriller,English
750,Unsilenced,2022-01-21,Drama,English
751,An L.A. Minute,2018-08-24,Comedy,English
752,Full River Red,2023-03-17,"Action, Comedy",Chinese
753,Uncle Peckerhead,2020-08-07,"Horror, Comedy",English
754,Ellie and Abbie (and Ellie's Dead Aunt),2021-08-27,"Comedy, Lgbtq+, Romance",English
755,East of the Mountains,2021-09-24,"Drama, Adventure",English
756,Kingdom,2019-08-16,"Action, Adventure, War",Japanese
757,Larger Than Life: The Kevyn Aucoin Story,2018-07-20,"Documentary, Biography",English
758,Louis Armstrong's Black & Blues,2022-10-28,"Documentary, Music, Biography",English
759,Premature,2020-02-21,"Drama, Romance",English
760,Leave No Trace,2018-06-29,Drama,English
761,Crocodile Gennadiy,2016-05-20,Documentary,English
762,Chimera Strain,2019-03-15,"Sci-fi, Mystery & thriller",English
763,Dancing Arabs,2015-06-26,Drama,Arabic
764,The Sunshine Makers,2017-01-20,Documentary,English
765,Val,2021-10-01,"Horror, Comedy",English
766,All That Breathes,2022-10-21,Documentary,Hindi
767,The Donut King,2020-10-30,Documentary,English
768,Sword Art Online the Movie -Progressive- Aria of a Starless Night,2021-12-03,"Action, Adventure, Anime",Japanese
769,Saint Omer,2023-01-13,Drama,French
770,Alleluia! The Devil's Carnival,2015-08-11,"Musical, Fantasy",English
771,The Man Standing Next,2020-01-31,Drama,Korean
772,Ip Man 4: The Finale,2019-12-25,Action,Chinese
773,Huesera: The Bone Woman,2023-02-10,"Horror, Mystery & thriller",Spanish
774,Manchester by the Sea,2016-12-16,Drama,English
775,VooDoo,2017-02-24,Horror,English
776,Oklahoma City,2017-02-03,Documentary,English
777,All Things Must Pass,2015-10-16,Documentary,English
778,Kailash,2018-11-02,Documentary,English
779,"J.R. ""Bob"" Dobbs & The Church of the SubGenius",2020-10-16,"Documentary, Comedy",English
780,Bar Bahar,2017-11-10,Drama,Hebrew
781,President,2021-12-17,Documentary,English
782,Back Roads,2018-12-07,"Mystery & thriller, Drama",English
783,Marriage Story,2019-11-06,Drama,English
784,The Florida Project,2017-10-06,Drama,English
785,The Monkey King 2,2016-02-05,"Fantasy, Adventure, Action",Chinese
786,This Much I Know To Be True,2022-05-11,"Documentary, Music",English
787,Searching for Ingmar Bergman,2018-11-02,Documentary,German
788,Los Reyes,2019-08-14,Documentary,Spanish
789,Torn,2021-12-03,"Documentary, Sports & fitness",English
790,The Mindfulness Movement,2020-04-10,Documentary,English
791,Blaze,2018-08-17,"Biography, Drama, Music",English
792,Number 37,2018-11-02,Mystery & thriller,Afrikaans
793,Fighting With My Family,2019-02-22,"Comedy, Drama, Biography",English
794,Top Gun: Maverick,2022-05-27,"Action, Adventure",English
795,The Mole Agent,2020-01-25,Documentary,Spanish
796,Rafiki,2019-04-19,"Drama, Romance, Lgbtq+",English
797,Newton,2017-09-22,"Comedy, Drama",Hindi
798,Amy,2015-07-03,"Documentary, Biography, Music",English
799,Tantura,2022-12-02,Documentary,Hebrew
800,Chhichhore,2019-09-06,Comedy,Hindi
801,Summertime,2016-07-22,"Romance, Drama, Lgbtq+",French
802,Sharkwater Extinction,2019-03-01,Documentary,English
803,Sgt. Stubby: An American Hero,2018-04-13,"Kids & family, Adventure, War, Animation",English
804,Bacurau,2020-03-06,"Mystery & thriller, Drama, Fantasy",Portuguese
805,Last Film Show,2022-12-02,Drama,Gujarati
806,The Pink Cloud,2022-01-14,"Drama, Sci-fi",Portuguese
807,Young Plato,2022-09-23,Documentary,English
808,One Cut of the Dead,2019-09-13,"Comedy, Horror",Japanese
809,Memory: The Origins of Alien,2019-10-04,Documentary,English
810,BlacKkKlansman,2018-08-10,"Comedy, Drama, Crime",English
811,The Territory,2022-08-19,Documentary,Portuguese
812,We the Animals,2018-08-17,"Drama, Lgbtq+",English
813,Those Who Remained,2020-02-14,Drama,Hungarian
814,Who Will Write Our History,2019-01-18,Documentary,English
815,Richard Linklater: Dream Is Destiny,2016-08-05,Documentary,English
816,Extra Ordinary,2020-03-06,"Comedy, Fantasy",English
817,The Aeronauts,2019-12-06,"Adventure, Drama",English
818,Mission: Impossible Rogue Nation,2015-07-31,"Action, Adventure, Mystery & thriller",English
819,The Icarus Line Must Die,2018-06-20,"Drama, Music",English
820,Kékszakállú,2017-07-21,Drama,Spanish
821,Being Evel,2015-08-21,"Documentary, Biography",English
822,Babylon,2019-03-08,Drama,English
823,The Shape of Water,2017-12-22,"Fantasy, Romance",English
824,Araby,2018-06-08,Drama,Portuguese
825,Take My Nose... Please!,2017-03-04,Documentary,English
826,Apollo 11,2019-03-08,"Documentary, History, Drama",English
827,Golden Arm,2021-04-30,Comedy,English
828,Puss in Boots: The Last Wish,2022-12-21,"Kids & family, Comedy, Adventure, Animation",English
829,Citizen Jane: Battle for the City,2017-04-21,Documentary,English
830,The Jesus Music,2021-10-01,"Documentary, Music",English
831,Bone Tomahawk,2015-10-23,"Western, Action, Horror, Comedy",English
832,Emily the Criminal,2022-08-12,"Crime, Drama, Mystery & thriller",English
833,Salt in My Soul,2022-01-21,"Documentary, Biography",English
834,The Price of Everything,2018-10-19,Documentary,English
835,Gosnell,2018-10-12,"Crime, Drama",English
836,Words on Bathroom Walls,2020-08-21,"Romance, Drama",English
837,Every Time I Die,2019-08-09,"Mystery & thriller, Horror",English
838,Memoria,2016-05-06,"Drama, Biography",English
839,Clara,2019-05-03,"Sci-fi, Drama",English
840,The Velvet Queen,2021-12-22,Documentary,French
841,Of Fathers and Sons,2018-11-16,Documentary,Arabic
842,Batman: Return of the Caped Crusaders,2016-10-10,"Action, Adventure, Animation",English
843,Beasts Clawing at Straws,2020-10-21,"Mystery & thriller, Crime, Drama",Korean
844,Birds of Passage,2019-02-13,"Crime, Drama",Spanish
845,The Treasure,2016-01-08,Comedy,Romanian
846,Blue Bayou,2021-09-17,Drama,English
847,Lost Illusions,2022-06-10,"Drama, History",French
848,"Acasa, My Home",2021-01-15,Documentary,Romanian
849,Parallel Mothers,2021-12-24,Drama,Spanish
850,Chained for Life,2019-09-11,Drama,English
851,Palio,2015-11-06,"Documentary, Drama",Italian
852,12 Days,2018-03-16,Documentary,French
853,Restless Creature: Wendy Whelan,2017-05-24,"Documentary, Music",English
854,Identifying Features,2021-01-22,Drama,Spanish
855,The Macaluso Sisters,2021-08-06,Drama,Italian
856,Fatima,2020-08-28,"History, Drama",English
857,Sing 2,2021-12-22,"Kids & family, Musical, Comedy, Animation",English
858,Shadow,2019-05-03,"Action, Adventure",Chinese
859,Paul Taylor: Creative Domain,2015-09-11,"Documentary, Biography",English
860,Mrs. Harris Goes to Paris,2022-07-15,"Comedy, Drama",English
861,Jinn,2018-11-15,Drama,English
862,In Front of Your Face,2022-05-06,Drama,Korean
863,I Carry You With Me,2021-06-25,"Drama, Romance, Lgbtq+",Spanish
864,Slash,2016-12-09,"Comedy, Drama",English
865,#Female Pleasure,2019-10-18,Documentary,English
866,Sand Storm,2016-09-28,Drama,Arabic
867,(T)ERROR,2015-10-07,Documentary,English
868,The Death of Stalin,2018-03-09,Comedy,English
869,Bill Nye: Science Guy,2017-10-27,Documentary,English
870,I'm Your Man,2021-09-24,"Romance, Comedy, Sci-fi",German
871,Bad Match,2017-11-03,Mystery & thriller,English
872,Bad Day for the Cut,2017-10-20,Mystery & thriller,English
873,Phoenix,2015-07-24,"History, Drama",German
874,Fire of Love,2022-07-06,"Documentary, Biography",French
875,Revenge,2018-05-11,Mystery & thriller,English
876,All This Panic,2017-03-31,Documentary,English
877,Shirkers,2018-10-26,Documentary,English
878,A Man of Integrity,2022-06-17,Drama,Persian
879,The Long Walk,2022-02-18,"Sci-fi, Mystery & thriller",Lao
880,Tetris,2023-03-24,"Mystery & thriller, Biography, Drama",English
881,The Roundup,2022-05-20,"Crime, Drama, Action",Korean
882,Badlapur,2015-02-20,"Crime, Drama, Mystery & thriller, Action",Hindi
883,National Bird,2016-11-11,Documentary,English
884,2022 Oscar Nominated Shorts - Animation,2022-02-25,Animation,English
885,"Nico, 1988",2018-08-01,"Biography, History, Drama, Music",English
886,A Stray,2016-10-21,Drama,English
887,Under the Shadow,2016-10-07,"Horror, Mystery & thriller",Persian
888,"Aliens, Clowns & Geeks",2021-01-30,"Comedy, Sci-fi",English
889,Maze,2019-03-22,"Mystery & thriller, Drama",English
890,Loudmouth,2022-12-09,"Documentary, Biography",English
891,Unrest,2017-09-22,Documentary,English
892,Redeeming Love,2022-01-21,"Romance, History, Drama",English
893,Alanis,2018-11-30,Drama,Spanish
894,On Sacred Ground,2023-01-13,Drama,English
895,Cop Secret,2022-07-08,"Action, Comedy, Crime",Icelandic
896,Krisha,2016-03-18,"Holiday, Drama",English
897,Love & Friendship,2016-05-27,Comedy,English
898,Miss Hokusai,2016-10-14,"Biography, History, Drama, Anime",Japanese
899,5B,2019-06-14,Documentary,English
900,Loveless,2018-02-16,Drama,Russian
901,Burning,2018-10-26,"Mystery & thriller, Drama",Korean
902,American Factory,2019-08-21,Documentary,English
903,The Duke,2022-04-22,"Comedy, Drama",English
904,Rapid Response,2019-09-06,Documentary,English
905,Ex Machina,2015-04-24,"Sci-fi, Mystery & thriller, Drama",English
906,Miss Kiet's Children,2017-12-13,Documentary,Dutch
907,The Cakemaker,2018-06-29,"Drama, Lgbtq+",English
908,David Crosby: Remember My Name,2019-07-19,"Documentary, Music",English
909,Taylor Swift: Miss Americana,2020-01-31,"Documentary, Music",English
910,Dinner in America,2022-05-27,"Comedy, Drama",English
911,Fortune Favors Lady Nikuko,2022-06-03,"Comedy, Drama, Anime",Japanese
912,Nitram,2022-03-30,"Mystery & thriller, Crime, Drama",English
913,Charlotte Has Fun,2019-03-29,Comedy,French
914,By the Grace of God,2019-10-18,Drama,French
915,Tickling Giants,2017-03-15,Documentary,English
916,The Penny Black,2021-05-21,Documentary,English
917,Boys State,2020-07-31,Documentary,English
918,Hearts Beat Loud,2018-06-08,"Comedy, Drama, Music",English
919,Klaus,2019-11-08,"Kids & family, Holiday, Comedy, Adventure, Animation",English
920,Saint-Narcisse,2021-09-17,"Drama, Romance, Comedy",English
921,Angels Wear White,2018-05-04,Drama,Chinese
922,The Banshees of Inisherin,2022-11-04,Comedy,English
923,Miss Sharon Jones!,2016-07-29,"Documentary, Music",English
924,Let It Fall: Los Angeles 1982-1992,2017-04-21,Documentary,English
925,Mustang,2015-11-20,Drama,Turkish
926,A Good Person,2023-03-24,Drama,English
927,The Farewell,2019-08-02,"Comedy, Drama",English
928,Sicilian Ghost Story,2018-11-30,"Fantasy, Romance",Italian
929,Navalny,2022-04-11,Documentary,Russian
930,A Love Song,2022-07-29,"Drama, Romance",English
931,And Then We Danced,2020-02-07,"Drama, Romance, Lgbtq+",Georgian
932,Southside With You,2016-08-26,"Romance, Biography, Drama",English
933,"Love, Simon",2018-03-16,"Romance, Comedy, Drama, Lgbtq+",English
934,Straight Up,2020-02-28,"Romance, Comedy",English
935,Stars Fell Again,2023-02-03,"Holiday, Romance, Comedy",English
936,Star Wars: The Last Jedi,2017-12-15,"Sci-fi, Adventure, Action, Fantasy",English
937,Dream Horse,2021-05-21,"Comedy, Drama",English
